32768,9/3/12 9:47 AM,116 St James Ave Boston Ma 02116,-71.075192,42.349738,9/3/12 9:54 AM,500 Beacon St Boston Ma 02215,-71.089857,42.350738
703779,9/23/12 9:02 AM,20 Black Falcon Ave Boston Ma 02210,-71.03243,42.343968,9/23/12 9:12 AM,Unnamed Road Boston Ma,-71.021965,42.365125
768156,9/27/12 9:59 AM,50 Trilling Way Boston Ma 02210,-71.039597,42.348175,9/27/12 10:06 AM,20 Kilby St Boston Ma 02109,-71.055472,42.358758
458771,9/24/12 9:02 AM,204 Cambridge St Boston Ma,-71.066357,42.361273,9/24/12 9:11 AM,150 Water St Boston Ma 02109,-71.054658,42.358078
297879,9/15/12 9:05 AM,30 Black Falcon Ave Boston Ma 02210,-71.032328,42.344065,9/15/12 9:23 AM,89 Exeter St Boston Ma 02116,-71.079062,42.348447
589846,9/28/12 9:21 AM,Battery Wharf Boston Ma,-71.050528,42.367163,9/28/12 9:33 AM,126 Summer St Boston Ma 02110,-71.057507,42.35342
360474,9/16/12 9:25 AM,30 Black Falcon Ave Boston Ma 02210,-71.031627,42.344073,9/16/12 9:25 AM,30 Black Falcon Ave Boston Ma 02210,-71.03163,42.34406
360475,9/16/12 9:26 AM,16 Arlington St Boston Ma,-71.07087,42.352693,9/16/12 9:29 AM,144 Dartmouth St Boston Ma 02116,-71.075915,42.347475
655388,9/30/12 9:27 AM,20 Chickerling Pl Boston Ma,-71.062433,42.35324,9/30/12 9:34 AM,97 Huntington Ave Boston Ma,-71.07926,42.347097
98334,9/4/12 9:28 AM,Unnamed Road Boston Ma,-71.022594,42.365515,9/4/12 9:36 AM,189 Northern Ave Boston Ma 02210,-71.041547,42.349842
655391,9/30/12 9:34 AM,53 Fargo St Boston Ma 02210,-71.043552,42.346095,9/30/12 9:41 AM,10 Franklin St Boston Ma 02110,-71.059423,42.35613
611675,9/24/12 9:18 AM,Unnamed Road Boston Ma,-71.02255,42.365422,9/24/12 9:33 AM,90 Exeter St Boston Ma 02116,-71.079028,42.348453
655396,9/30/12 9:42 AM,350 Stuart St Boston Ma 02116,-71.072552,42.349527,9/30/12 9:52 AM,220 Portland St Boston Ma 02114,-71.061933,42.364257
589862,9/28/12 9:27 AM,170 Stuart St Boston Ma 02116,-71.066698,42.351008,9/28/12 9:40 AM,440 Fenway Boston Ma 02115,-71.102343,42.341643
655399,9/30/12 9:47 AM,30 Black Falcon Ave Boston Ma 02210,-71.031645,42.344125,9/30/12 9:52 AM,N380 Boston Ma,-71.040037,42.34792
65577,9/5/12 9:38 AM,190 Cambridge St Boston Ma 02114,-71.065612,42.361355,9/5/12 9:39 AM,190 Cambridge St Boston Ma 02114,-71.065602,42.361377
65578,9/5/12 9:39 AM,103 Cambridge St Boston Ma 02114,-71.062682,42.361147,9/5/12 9:45 AM,Unnamed Road Boston Ma,-71.050915,42.356635
65579,9/5/12 9:41 AM,Unnamed Road Boston Ma,-71.105937,42.337585,9/5/12 9:56 AM,N351 Boston Ma,-71.022318,42.365682
