131085,9/8/12 8:00 PM,210 State St Boston Ma,-71.052707,42.359482,9/8/12 8:14 PM,50 Lansdowne St Boston Ma 02215,-71.09633,42.347258
131086,9/8/12 8:00 PM,97 Huntington Ave Boston Ma,-71.07929,42.347127,9/8/12 8:07 PM,190 Berkeley St Boston Ma 02116,-71.07277,42.35007
524390,9/25/12 8:05 PM,Commonwealth Ave Boston Ma,-71.116923,42.351142,9/25/12 8:10 PM,98 Brookline Ave Boston Ma 02215,-71.099525,42.346297
415083,9/27/12 8:27 PM,Unnamed Road Boston Ma,-71.053707,42.360743,9/27/12 8:32 PM,Avenue De Lafayette Boston Ma,-71.06121,42.35343
458777,9/26/12 8:49 PM,27 Creek Sq Boston Ma,-71.056,42.361162,9/26/12 8:57 PM,260 Northern Ave Boston Ma 02210,-71.038662,42.34886
659048,9/28/12 8:28 PM,138 Tremont St Boston Ma 02111,-71.062798,42.355742,9/28/12 8:40 PM,40 Lansdowne St Boston Ma 02215,-71.096215,42.347233
393450,9/14/12 8:00 PM,1290 Boylston St Boston Ma 02215,-71.097162,42.344765,9/14/12 8:06 PM,40 Charles St Boston Ma 02114,-71.070082,42.357203
262383,9/9/12 8:59 PM,Commonwealth Ave @ Massachusetts Ave Boston Ma 02215,-71.08866,42.348875,9/9/12 9:08 PM,Southwest Corridor Park Boston Ma,-71.076022,42.3473
131322,9/8/12 8:08 PM,Unnamed Road Boston Ma,-71.079812,42.347928,9/8/12 8:16 PM,70 Warrenton St Boston Ma 02116,-71.06613,42.350415
131345,9/8/12 8:09 PM,42 Yawkey Way Boston Ma 02215,-71.098283,42.345343,9/8/12 8:18 PM,120 Huntington Ave Boston Ma,-71.08098,42.345778
131346,9/8/12 8:11 PM,98 Huntington Ave Boston Ma,-71.07925,42.347113,9/8/12 8:25 PM,35 Ward St Boston Ma 02127,-71.054432,42.329412
87433,9/4/12 8:48 PM,120 Stuart St Boston Ma 02116,-71.065493,42.351033,9/4/12 8:51 PM,10 Chambers Pl Boston Ma 02116,-71.07268,42.348062
131400,9/8/12 8:16 PM,50 Chapman Pl Boston Ma,-71.060237,42.357508,9/8/12 8:27 PM,272 Dartmouth St Boston Ma 02116,-71.077687,42.350807
131402,9/8/12 8:17 PM,720 Boylston St Boston Ma 02116,-71.080193,42.349432,9/8/12 8:27 PM,20 Snow Pl Boston Ma,-71.05848,42.35534
131449,9/8/12 8:18 PM,60 L St Boston Ma 02127,-71.035358,42.335887,9/8/12 8:24 PM,100 South St Boston Ma 02111,-71.057252,42.351053
131452,9/8/12 8:20 PM,500 Cambridge St Boston Ma 02134,-71.137705,42.353345,9/8/12 8:34 PM,2 Commercial St Boston Ma 02109,-71.053548,42.359395
