742749,9/24/12 7:59 PM,Unnamed Road Boston Ma,-71.079925,42.34747,9/24/12 8:06 PM,220 Charles St Boston Ma,-71.07043,42.361822
699060,9/22/12 7:19 PM,375 Hanover St Boston Ma 02113,-71.052813,42.365722,9/22/12 7:30 PM,40 Trilling Way Boston Ma 02210,-71.039735,42.348148
393277,9/14/12 7:44 PM,168 Milk St Boston Ma 02109,-71.05237,42.358607,9/14/12 7:56 PM,58 Brookline Ave Boston Ma 02215,-71.09852,42.34728
393298,9/14/12 7:47 PM,Commonwealth Ave Boston Ma,-71.118548,42.351313,9/14/12 7:53 PM,139 Brookline Ave Boston Ma 02215,-71.10065,42.345145
393299,9/14/12 7:47 PM,310 Huntington Ave Boston Ma,-71.087482,42.341227,9/14/12 8:04 PM,30 Congress St Boston Ma,-71.057278,42.360808
524372,9/25/12 7:59 PM,830 Boylston St Boston Ma 02199,-71.082842,42.348625,9/25/12 8:04 PM,596 Washington St Boston Ma 02111,-71.06281,42.353053
262244,9/12/12 7:19 PM,710 Atlantic Ave Boston Ma 02111,-71.0559,42.351638,9/12/12 7:26 PM,124 Causeway St Boston Ma 02114,-71.060948,42.365672
262245,9/12/12 7:20 PM,60 Westland Ave Boston Ma 02115,-71.087027,42.343452,9/12/12 7:25 PM,1660 Washington St Boston Ma 02118,-71.075445,42.337485
699075,9/25/12 7:00 PM,80 Cambridge St Boston Ma 02114,-71.060847,42.360707,9/25/12 7:11 PM,71 Gloucester St Boston Ma 02115,-71.08392,42.348737
655527,9/26/12 7:02 PM,Unnamed Road Boston Ma,-71.019043,42.36265,9/26/12 7:02 PM,Unnamed Road Boston Ma,-71.019195,42.362592
655528,9/26/12 7:03 PM,330 Dorchester St Boston Ma,-71.054207,42.330878,9/26/12 7:03 PM,330 Dorchester St Boston Ma,-71.054195,42.330877
218484,9/10/12 7:19 PM,40 Boston Pl Boston Ma 02108,-71.058165,42.358805,9/10/12 7:27 PM,101 Salem St Boston Ma 02113,-71.055568,42.364238
131273,9/4/12 7:00 PM,Unnamed Road Boston Ma,-71.018358,42.369047,9/4/12 7:13 PM,440 Charles St Boston Ma,-71.069,42.36495
131275,9/4/12 7:01 PM,60 School St Boston Ma 02108,-71.059672,42.357873,9/4/12 7:10 PM,140 Canal St Boston Ma 02114,-71.060308,42.36485
393447,9/14/12 7:57 PM,48 Fargo St Boston Ma 02210,-71.043773,42.346328,9/14/12 8:08 PM,10 Beacon St Boston Ma 02108,-71.0617,42.358137
393448,9/14/12 7:58 PM,90 Tremont St Boston Ma 02108,-71.06093,42.357435,9/14/12 8:04 PM,545 Tremont St Boston Ma 02116,-71.07139,42.344208
393449,9/14/12 7:59 PM,170 Brookline Ave Boston Ma 02215,-71.101007,42.344537,9/14/12 8:10 PM,13 Beacon St Boston Ma 02108,-71.062118,42.358068
655610,9/26/12 7:07 PM,14 Avery St Boston Ma,-71.063083,42.353287,9/26/12 7:14 PM,20 Temple St Boston Ma 02114,-71.063742,42.360365
