294912,9/14/12 12:53 AM,175 Tremont St Boston Ma 02111,-71.064217,42.353222,9/14/12 12:59 AM,170 Canal St Boston Ma 02114,-71.060878,42.365218
2,9/1/12 12:00 AM,Unnamed Road Boston Ma,-71.018385,42.369165,9/1/12 12:07 AM,Unnamed Road Boston Ma,-71.040848,42.348943
524291,9/15/12 12:02 AM,50 Fairfield St Boston Ma 02116,-71.082148,42.349605,9/15/12 12:08 AM,Commonwealth Ave @ Beacon St Boston Ma 02215,-71.096285,42.348778
4,9/1/12 12:02 AM,Bosworth St Boston Ma,-71.060127,42.356947,9/1/12 12:09 AM,20 Lansdowne St Boston Ma 02215,-71.095205,42.347238
5,9/1/12 12:02 AM,Columbus Ave @ Isabella St Boston Ma 02116,-71.072218,42.348443,9/1/12 12:05 AM,1660 Washington St Boston Ma 02118,-71.07554,42.337617
7,9/1/12 12:06 AM,560 Boylston St Boston Ma 02116,-71.075975,42.350397,9/1/12 12:16 AM,460 W Broadway Boston Ma 02127,-71.046577,42.336067
294920,9/14/12 12:58 AM,40 Forsyth St Boston Ma,-71.090868,42.339965,9/14/12 1:03 AM,4 E Charlesgate Boston Ma 02215,-71.091563,42.35011
764588,9/30/12 12:49 AM,70 Belvidere St Boston Ma 02115,-71.084075,42.345877,9/30/12 1:05 AM,40 Trilling Way Boston Ma 02210,-71.039802,42.348178
11,9/1/12 12:09 AM,20 Wesley Pl Boston Ma 02113,-71.054323,42.36402,9/1/12 12:21 AM,204 Park Dr Boston Ma,-71.100583,42.341345
12,9/1/12 12:12 AM,New Northern Ave Boston Ma,-71.051398,42.354545,9/1/12 12:14 AM,357 Congress St Boston Ma 02210,-71.048368,42.350307
14,9/1/12 12:14 AM,748 Atlantic Ave Boston Ma 02111,-71.056387,42.350383,9/1/12 12:24 AM,60 Symphony Rd Boston Ma 02115,-71.0887,42.342955
524303,9/15/12 12:03 AM,110 Dartmouth St Boston Ma 02116,-71.075407,42.346313,9/15/12 12:10 AM,270 Ipswich St Boston Ma 02215,-71.094397,42.347272
524304,9/15/12 12:04 AM,Unnamed Road Boston Ma,-71.043645,42.351195,9/15/12 12:09 AM,Charles St @ Cambridge St Boston Ma,-71.070692,42.361675
17,9/1/12 12:17 AM,270 Northern Ave Boston Ma 02210,-71.038218,42.348635,9/1/12 12:20 AM,364 Congress St Boston Ma 02210,-71.048195,42.350178
18,9/1/12 12:19 AM,737 Atlantic Ave Boston Ma 02111,-71.056215,42.350643,9/1/12 12:31 AM,50 Emerson Pl Boston Ma 02114,-71.06832,42.364493
20,9/1/12 12:25 AM,50 Oliver St Boston Ma 02110,-71.053255,42.356526,9/1/12 12:30 AM,10 Franklin St Boston Ma 02110,-71.059406,42.35623
524309,9/16/12 12:04 AM,93 Beacon St Boston Ma,-71.07228,42.355622,9/16/12 12:14 AM,2 Pratt St Boston Ma 02134,-71.13045,42.354757
23,9/1/12 12:00 AM,251 Congress St Boston Ma 02110,-71.053795,42.35383,9/1/12 12:00 AM,Unnamed Road Boston Ma,-71.053902,42.353702
24,9/1/12 12:00 AM,563 Tremont St Boston Ma 02118,-71.072248,42.343713,9/1/12 12:13 AM,70 Linden St Boston Ma 02134,-71.130242,42.352902
131097,9/6/12 12:02 AM,15 Broad St Boston Ma 02110,-71.054692,42.359068,9/6/12 12:06 AM,14 Revere St Boston Ma 02114,-71.06703,42.35965
26,9/1/12 12:07 AM,344 W Broadway Boston Ma 02127,-71.050095,42.33828,9/1/12 12:08 AM,344 W Broadway Boston Ma 02127,-71.050038,42.338328
524315,9/15/12 12:07 AM,680 Commonwealth Ave Boston Ma,-71.104078,42.349597,9/15/12 12:13 AM,1270 Boylston St Boston Ma 02215,-71.095842,42.345167
28,9/1/12 12:09 AM,130 Belvidere St Boston Ma 02115,-71.081817,42.34559,9/1/12 12:15 AM,140 Stuart St Boston Ma 02116,-71.065955,42.351198
431450,9/21/12 12:41 AM,114 Cambridge St Boston Ma 02114,-71.063097,42.36117,9/21/12 12:46 AM,Unnamed Road Boston Ma,-71.040973,42.348932
30,9/1/12 12:11 AM,144 Dartmouth St Boston Ma 02116,-71.07599,42.347502,9/1/12 12:16 AM,30 Park Plz Boston Ma 02116,-71.070073,42.35152
31,9/1/12 12:12 AM,Charles St @ Cambridge St Boston Ma,-71.07055,42.361747,9/1/12 12:19 AM,20 Lansdowne St Boston Ma 02215,-71.094955,42.347233
33,9/1/12 12:00 AM,10 Lansdowne St Boston Ma 02215,-71.094942,42.347175,9/1/12 12:11 AM,170 Lincoln St Boston Ma 02111,-71.058673,42.350447
34,9/1/12 12:01 AM,270 Northern Ave Boston Ma 02210,-71.038067,42.34855,9/1/12 12:10 AM,150 Pinckney St Boston Ma 02114,-71.072,42.358808
431451,9/16/12 12:01 AM,280 Beacon St Boston Ma 02116,-71.080468,42.353237,9/16/12 12:09 AM,140 Stuart St Boston Ma 02116,-71.06593,42.351073
37,9/1/12 12:03 AM,168 Northern Ave Boston Ma 02210,-71.042763,42.350543,9/1/12 12:14 AM,10 Merchants Row Boston Ma 02109,-71.055538,42.359372
524327,9/16/12 12:08 AM,30 Stuart St Boston Ma 02116,-71.06411,42.351038,9/16/12 12:19 AM,99 Causeway St Boston Ma 02114,-71.061815,42.36522
43,9/1/12 12:24 AM,Unnamed Road Boston Ma,-71.04342,42.35087,9/1/12 12:29 AM,592 Dorchester Ave Boston Ma 02127,-71.056852,42.329835
196652,9/14/12 12:32 AM,130 Belvidere St Boston Ma 02115,-71.081817,42.345502,9/14/12 12:42 AM,Babcock St Boston Ma,-71.120985,42.352875
